ID_Avaliacao;ID_Funcionario;Periodo;Nota_Geral;Competencia_Avaliada;Meta_Atingida_Pct;Avaliador_ID;Observacao;Ano;Semestre;Data_Referencia
AV-000625;FUNC-0185;2023-S1;2,1;Conhecimento Técnico;99,0;FUNC-0022;Sem observação registrada;2023;1;2023-06-30
AV-000626;FUNC-0185;2023-S2;2,4;Liderança;94,3;FUNC-0029;Sem observação registrada;2023;2;2023-12-31
AV-000627;FUNC-0186;2022-S1;3,6;Trabalho em Equipe;80,4;FUNC-0035;Sem observação registrada;2022;1;2022-06-30
AV-000628;FUNC-0186;2022-S2;3,9;Proatividade;98,2;FUNC-0047;Dentro do esperado;2022;2;2022-12-31
AV-000629;FUNC-0186;2023-S1;4,1;Entrega de Resultados;80,2;FUNC-0019;Dentro do esperado;2023;1;2023-06-30
AV-000630;FUNC-0186;2023-S2;3,7;Comunicação;65,5;FUNC-0060;Ótima colaboração com o time;2023;2;2023-12-31
AV-000631;FUNC-0186;2024-S1;4,1;Trabalho em Equipe;93,9;FUNC-0043;Ótima colaboração com o time;2024;1;2024-06-30
AV-000632;FUNC-0186;2024-S2;3,9;Trabalho em Equipe;74,6;FUNC-0011;Sem observação registrada;2024;2;2024-12-31
AV-000633;FUNC-0187;2024-S1;3,8;Orientação ao Cliente;116,2;FUNC-0026;Superou expectativas;2024;1;2024-06-30
AV-000634;FUNC-0187;2024-S2;3,7;Orientação ao Cliente;109,2;FUNC-0018;Superou expectativas;2024;2;2024-12-31
AV-000635;FUNC-0189;2022-S1;3,3;Entrega de Resultados;59,3;FUNC-0031;Entrega consistente;2022;1;2022-06-30
AV-000636;FUNC-0189;2022-S2;3,8;Proatividade;103,3;FUNC-0059;Dentro do esperado;2022;2;2022-12-31
AV-000637;FUNC-0190;2022-S1;3,3;Comunicação;78,2;FUNC-0026;Ótima colaboração com o time;2022;1;2022-06-30
AV-000638;FUNC-0190;2022-S2;3,2;Proatividade;93,0;FUNC-0009;Precisa evoluir em gestão do tempo;2022;2;2022-12-31
AV-000639;FUNC-0190;2023-S1;3,1;Entrega de Resultados;100,2;FUNC-0055;Sem observação registrada;2023;1;2023-06-30
AV-000640;FUNC-0190;2023-S2;3,1;Orientação ao Cliente;116,4;FUNC-0043;Superou expectativas;2023;2;2023-12-31
AV-000641;FUNC-0190;2024-S1;2,7;Entrega de Resultados;79,2;FUNC-0002;Sem observação registrada;2024;1;2024-06-30
AV-000642;FUNC-0190;2024-S2;3,5;Comunicação;74,7;FUNC-0012;Sem observação registrada;2024;2;2024-12-31
AV-000643;FUNC-0191;2024-S2;3,5;Comunicação;85,7;FUNC-0021;Precisa evoluir em gestão do tempo;2024;2;2024-12-31
AV-000644;FUNC-0192;2022-S1;2,1;Conhecimento Técnico;75,8;FUNC-0020;Superou expectativas;2022;1;2022-06-30
AV-000645;FUNC-0192;2022-S2;1,7;Liderança;125,0;FUNC-0045;Dentro do esperado;2022;2;2022-12-31
AV-000646;FUNC-0192;2023-S1;1,6;Liderança;70,4;FUNC-0037;Dentro do esperado;2023;1;2023-06-30
AV-000647;FUNC-0192;2023-S2;2,3;Conhecimento Técnico;89,1;FUNC-0011;Superou expectativas;2023;2;2023-12-31
AV-000648;FUNC-0192;2024-S1;2,0;Proatividade;100,7;FUNC-0048;Dentro do esperado;2024;1;2024-06-30
AV-000649;FUNC-0192;2024-S2;2,1;Proatividade;94,5;FUNC-0017;Ótima colaboração com o time;2024;2;2024-12-31
AV-000650;FUNC-0193;2022-S1;3,8;Entrega de Resultados;93,0;FUNC-0043;Sem observação registrada;2022;1;2022-06-30
AV-000651;FUNC-0193;2022-S2;3,7;Comunicação;51,1;FUNC-0056;Dentro do esperado;2022;2;2022-12-31
AV-000652;FUNC-0193;2023-S1;4,2;Liderança;98,2;FUNC-0045;Ótima colaboração com o time;2023;1;2023-06-30
AV-000653;FUNC-0193;2023-S2;4,1;Liderança;127,0;FUNC-0051;Sem observação registrada;2023;2;2023-12-31
AV-000654;FUNC-0194;2022-S1;4,7;Conhecimento Técnico;86,3;FUNC-0012;Entrega consistente;2022;1;2022-06-30
AV-000655;FUNC-0194;2022-S2;4,1;Conhecimento Técnico;103,6;FUNC-0052;Dentro do esperado;2022;2;2022-12-31
AV-000656;FUNC-0194;2023-S1;4,1;Orientação ao Cliente;86,8;FUNC-0034;Em desenvolvimento;2023;1;2023-06-30
AV-000657;FUNC-0194;2023-S2;4,4;Orientação ao Cliente;103,2;FUNC-0044;Sem observação registrada;2023;2;2023-12-31
AV-000658;FUNC-0194;2024-S1;4,1;Conhecimento Técnico;69,9;FUNC-0024;Sem observação registrada;2024;1;2024-06-30
AV-000659;FUNC-0194;2024-S2;4,0;Conhecimento Técnico;91,3;FUNC-0013;Sem observação registrada;2024;2;2024-12-31
AV-000660;FUNC-0195;2022-S1;3,4;Proatividade;97,7;FUNC-0029;Em desenvolvimento;2022;1;2022-06-30
AV-000661;FUNC-0195;2022-S2;3,1;Proatividade;112,3;FUNC-0055;Superou expectativas;2022;2;2022-12-31
AV-000662;FUNC-0195;2023-S1;3,6;Trabalho em Equipe;84,1;FUNC-0056;Ótima colaboração com o time;2023;1;2023-06-30
AV-000663;FUNC-0195;2023-S2;2,6;Proatividade;87,5;FUNC-0045;Dentro do esperado;2023;2;2023-12-31
AV-000664;FUNC-0195;2024-S1;3,1;Entrega de Resultados;82,6;FUNC-0030;Superou expectativas;2024;1;2024-06-30
AV-000665;FUNC-0195;2024-S2;3,1;Entrega de Resultados;101,3;FUNC-0019;Ótima colaboração com o time;2024;2;2024-12-31
AV-000666;FUNC-0196;2022-S1;2,8;Entrega de Resultados;80,7;FUNC-0021;Em desenvolvimento;2022;1;2022-06-30
AV-000667;FUNC-0196;2022-S2;3,3;Liderança;102,2;FUNC-0021;Em desenvolvimento;2022;2;2022-12-31
AV-000668;FUNC-0196;2023-S1;3,5;Conhecimento Técnico;97,1;FUNC-0004;Ótima colaboração com o time;2023;1;2023-06-30
AV-000669;FUNC-0196;2023-S2;2,9;Comunicação;102,8;FUNC-0046;Entrega consistente;2023;2;2023-12-31
AV-000670;FUNC-0196;2024-S1;3,3;Trabalho em Equipe;77,1;FUNC-0017;Ótima colaboração com o time;2024;1;2024-06-30
AV-000671;FUNC-0196;2024-S2;2,6;Conhecimento Técnico;121,6;FUNC-0007;Sem observação registrada;2024;2;2024-12-31
AV-000672;FUNC-0198;2022-S2;3,1;Orientação ao Cliente;110,3;FUNC-0060;Ótima colaboração com o time;2022;2;2022-12-31
AV-000673;FUNC-0198;2023-S1;2,9;Liderança;97,0;FUNC-0031;Superou expectativas;2023;1;2023-06-30
AV-000674;FUNC-0198;2023-S2;3,5;Conhecimento Técnico;105,7;FUNC-0013;Em desenvolvimento;2023;2;2023-12-31
AV-000675;FUNC-0198;2024-S1;3,7;Trabalho em Equipe;121,7;FUNC-0038;Ótima colaboração com o time;2024;1;2024-06-30
AV-000676;FUNC-0199;2022-S1;5,0;Entrega de Resultados;92,7;FUNC-0038;Entrega consistente;2022;1;2022-06-30
AV-000677;FUNC-0199;2022-S2;4,5;Conhecimento Técnico;91,9;FUNC-0004;Sem observação registrada;2022;2;2022-12-31
AV-000678;FUNC-0199;2023-S1;5,0;Orientação ao Cliente;106,8;FUNC-0010;Precisa evoluir em gestão do tempo;2023;1;2023-06-30
AV-000679;FUNC-0199;2023-S2;4,9;Liderança;142,3;FUNC-0043;Superou expectativas;2023;2;2023-12-31
AV-000680;FUNC-0199;2024-S1;4,8;Conhecimento Técnico;88,7;FUNC-0033;Em desenvolvimento;2024;1;2024-06-30
AV-000681;FUNC-0199;2024-S2;4,9;Orientação ao Cliente;91,0;FUNC-0012;Precisa evoluir em gestão do tempo;2024;2;2024-12-31
AV-000682;FUNC-0200;2022-S1;3,6;Conhecimento Técnico;89,9;FUNC-0038;Entrega consistente;2022;1;2022-06-30
AV-000683;FUNC-0201;2023-S2;2,4;Orientação ao Cliente;80,2;FUNC-0039;Em desenvolvimento;2023;2;2023-12-31
AV-000684;FUNC-0201;2024-S1;2,4;Proatividade;68,1;FUNC-0049;Sem observação registrada;2024;1;2024-06-30
AV-000685;FUNC-0201;2024-S2;2,4;Entrega de Resultados;103,3;FUNC-0042;Superou expectativas;2024;2;2024-12-31
AV-000686;FUNC-0202;2022-S1;2,7;Trabalho em Equipe;82,7;FUNC-0013;Entrega consistente;2022;1;2022-06-30
AV-000687;FUNC-0202;2022-S2;3,0;Orientação ao Cliente;89,1;FUNC-0049;Ótima colaboração com o time;2022;2;2022-12-31
AV-000688;FUNC-0203;2022-S1;3,3;Trabalho em Equipe;99,9;FUNC-0038;Sem observação registrada;2022;1;2022-06-30
AV-000689;FUNC-0205;2024-S2;2,7;Trabalho em Equipe;107,5;FUNC-0056;Sem observação registrada;2024;2;2024-12-31
AV-000690;FUNC-0206;2022-S1;3,6;Proatividade;96,7;FUNC-0058;Entrega consistente;2022;1;2022-06-30
AV-000691;FUNC-0206;2022-S2;3,9;Entrega de Resultados;150,0;FUNC-0025;Em desenvolvimento;2022;2;2022-12-31
AV-000692;FUNC-0206;2023-S1;3,9;Conhecimento Técnico;64,1;FUNC-0020;Em desenvolvimento;2023;1;2023-06-30
AV-000693;FUNC-0206;2023-S2;3,4;Comunicação;93,6;FUNC-0022;Entrega consistente;2023;2;2023-12-31
AV-000694;FUNC-0206;2024-S1;3,3;Trabalho em Equipe;96,2;FUNC-0030;Dentro do esperado;2024;1;2024-06-30
AV-000695;FUNC-0206;2024-S2;3,2;Proatividade;121,1;FUNC-0040;Entrega consistente;2024;2;2024-12-31
AV-000696;FUNC-0208;2022-S1;3,2;Conhecimento Técnico;102,5;FUNC-0054;Entrega consistente;2022;1;2022-06-30
AV-000697;FUNC-0208;2022-S2;3,6;Conhecimento Técnico;82,4;FUNC-0032;Sem observação registrada;2022;2;2022-12-31
AV-000698;FUNC-0208;2023-S1;3,6;Proatividade;77,3;FUNC-0002;Sem observação registrada;2023;1;2023-06-30
AV-000699;FUNC-0208;2023-S2;2,7;Entrega de Resultados;121,6;FUNC-0024;Precisa evoluir em gestão do tempo;2023;2;2023-12-31
AV-000700;FUNC-0208;2024-S1;3,6;Trabalho em Equipe;85,9;FUNC-0003;Sem observação registrada;2024;1;2024-06-30
AV-000701;FUNC-0208;2024-S2;3,2;Comunicação;112,0;FUNC-0024;Ótima colaboração com o time;2024;2;2024-12-31
AV-000702;FUNC-0209;2022-S1;3,1;Conhecimento Técnico;128,0;FUNC-0049;Superou expectativas;2022;1;2022-06-30
AV-000703;FUNC-0209;2022-S2;3,0;Liderança;99,9;FUNC-0028;Superou expectativas;2022;2;2022-12-31
AV-000704;FUNC-0209;2023-S1;3,1;Conhecimento Técnico;80,7;FUNC-0009;Em desenvolvimento;2023;1;2023-06-30
AV-000705;FUNC-0209;2023-S2;2,7;Trabalho em Equipe;103,7;FUNC-0044;Ótima colaboração com o time;2023;2;2023-12-31
AV-000706;FUNC-0209;2024-S1;2,7;Trabalho em Equipe;102,3;FUNC-0033;Ótima colaboração com o time;2024;1;2024-06-30
AV-000707;FUNC-0209;2024-S2;2,6;Comunicação;77,6;FUNC-0008;Dentro do esperado;2024;2;2024-12-31
AV-000708;FUNC-0210;2022-S1;2,8;Comunicação;86,8;FUNC-0059;Entrega consistente;2022;1;2022-06-30
AV-000709;FUNC-0210;2022-S2;3,3;Comunicação;119,4;FUNC-0030;Entrega consistente;2022;2;2022-12-31
AV-000710;FUNC-0210;2023-S1;2,9;Conhecimento Técnico;119,7;FUNC-0009;Precisa evoluir em gestão do tempo;2023;1;2023-06-30
AV-000711;FUNC-0210;2023-S2;3,2;Orientação ao Cliente;78,3;FUNC-0021;Precisa evoluir em gestão do tempo;2023;2;2023-12-31
AV-000712;FUNC-0210;2024-S1;2,5;Proatividade;73,1;FUNC-0060;Superou expectativas;2024;1;2024-06-30
AV-000713;FUNC-0210;2024-S2;3,3;Liderança;106,9;FUNC-0028;Dentro do esperado;2024;2;2024-12-31
AV-000714;FUNC-0211;2022-S1;3,2;Trabalho em Equipe;100,1;FUNC-0009;Em desenvolvimento;2022;1;2022-06-30
AV-000715;FUNC-0211;2022-S2;2,8;Entrega de Resultados;93,2;FUNC-0047;Superou expectativas;2022;2;2022-12-31
AV-000716;FUNC-0211;2023-S1;3,2;Orientação ao Cliente;97,8;FUNC-0057;Ótima colaboração com o time;2023;1;2023-06-30
AV-000717;FUNC-0212;2022-S1;3,9;Comunicação;119,8;FUNC-0042;Em desenvolvimento;2022;1;2022-06-30
AV-000718;FUNC-0212;2022-S2;3,8;Orientação ao Cliente;128,9;FUNC-0021;Sem observação registrada;2022;2;2022-12-31
AV-000719;FUNC-0212;2023-S1;3,9;Proatividade;98,8;FUNC-0058;Ótima colaboração com o time;2023;1;2023-06-30
AV-000720;FUNC-0212;2023-S2;3,4;Trabalho em Equipe;116,4;FUNC-0039;Sem observação registrada;2023;2;2023-12-31
AV-000721;FUNC-0212;2024-S1;3,6;Orientação ao Cliente;93,2;FUNC-0043;Sem observação registrada;2024;1;2024-06-30
AV-000722;FUNC-0212;2024-S2;3,5;Liderança;102,2;FUNC-0019;Sem observação registrada;2024;2;2024-12-31
AV-000723;FUNC-0213;2024-S1;2,8;Trabalho em Equipe;89,9;FUNC-0054;Em desenvolvimento;2024;1;2024-06-30
AV-000724;FUNC-0214;2022-S1;2,9;Entrega de Resultados;132,7;FUNC-0037;Precisa evoluir em gestão do tempo;2022;1;2022-06-30
AV-000725;FUNC-0214;2022-S2;3,1;Entrega de Resultados;104,7;FUNC-0006;Superou expectativas;2022;2;2022-12-31
AV-000726;FUNC-0214;2023-S1;3,1;Entrega de Resultados;139,8;FUNC-0047;Dentro do esperado;2023;1;2023-06-30
AV-000727;FUNC-0214;2023-S2;3,6;Entrega de Resultados;103,3;FUNC-0019;Precisa evoluir em gestão do tempo;2023;2;2023-12-31
AV-000728;FUNC-0214;2024-S1;2,7;Entrega de Resultados;111,8;FUNC-0016;Ótima colaboração com o time;2024;1;2024-06-30
AV-000729;FUNC-0214;2024-S2;3,2;Comunicação;76,1;FUNC-0036;Sem observação registrada;2024;2;2024-12-31
AV-000730;FUNC-0215;2024-S1;3,6;Conhecimento Técnico;74,6;FUNC-0050;Sem observação registrada;2024;1;2024-06-30
AV-000731;FUNC-0215;2024-S2;4,1;Conhecimento Técnico;79,2;FUNC-0052;Dentro do esperado;2024;2;2024-12-31
AV-000732;FUNC-0216;2022-S1;3,8;Comunicação;55,0;FUNC-0001;Precisa evoluir em gestão do tempo;2022;1;2022-06-30
AV-000733;FUNC-0216;2022-S2;3,7;Liderança;82,5;FUNC-0040;Ótima colaboração com o time;2022;2;2022-12-31
AV-000734;FUNC-0216;2023-S1;3,2;Proatividade;87,2;FUNC-0029;Entrega consistente;2023;1;2023-06-30
AV-000735;FUNC-0216;2023-S2;3,3;Liderança;45,4;FUNC-0007;Precisa evoluir em gestão do tempo;2023;2;2023-12-31
AV-000736;FUNC-0216;2024-S1;3,4;Comunicação;82,1;FUNC-0003;Superou expectativas;2024;1;2024-06-30
AV-000737;FUNC-0216;2024-S2;3,2;Orientação ao Cliente;66,9;FUNC-0057;Ótima colaboração com o time;2024;2;2024-12-31
AV-000738;FUNC-0217;2023-S1;3,6;Trabalho em Equipe;101,2;FUNC-0025;Superou expectativas;2023;1;2023-06-30
AV-000739;FUNC-0217;2023-S2;3,3;Liderança;112,0;FUNC-0043;Ótima colaboração com o time;2023;2;2023-12-31
AV-000740;FUNC-0217;2024-S1;3,3;Orientação ao Cliente;99,6;FUNC-0005;Entrega consistente;2024;1;2024-06-30
AV-000741;FUNC-0217;2024-S2;3,5;Liderança;123,0;FUNC-0025;Ótima colaboração com o time;2024;2;2024-12-31
AV-000742;FUNC-0218;2023-S2;4,3;Comunicação;76,6;FUNC-0035;Entrega consistente;2023;2;2023-12-31
AV-000743;FUNC-0218;2024-S1;4,2;Entrega de Resultados;117,2;FUNC-0022;Dentro do esperado;2024;1;2024-06-30
AV-000744;FUNC-0218;2024-S2;4,3;Proatividade;81,3;FUNC-0004;Sem observação registrada;2024;2;2024-12-31
AV-000745;FUNC-0219;2023-S2;3,5;Proatividade;77,2;FUNC-0024;Sem observação registrada;2023;2;2023-12-31
AV-000746;FUNC-0219;2024-S1;3,0;Entrega de Resultados;145,2;FUNC-0007;Superou expectativas;2024;1;2024-06-30
AV-000747;FUNC-0219;2024-S2;3,0;Comunicação;91,2;FUNC-0040;Ótima colaboração com o time;2024;2;2024-12-31
AV-000748;FUNC-0220;2022-S1;4,3;Proatividade;113,1;FUNC-0060;Em desenvolvimento;2022;1;2022-06-30
AV-000749;FUNC-0220;2022-S2;4,9;Conhecimento Técnico;100,7;FUNC-0043;Sem observação registrada;2022;2;2022-12-31
AV-000750;FUNC-0220;2023-S1;5,0;Entrega de Resultados;101,3;FUNC-0039;Sem observação registrada;2023;1;2023-06-30
AV-000751;FUNC-0220;2023-S2;4,5;Entrega de Resultados;112,6;FUNC-0026;Sem observação registrada;2023;2;2023-12-31
AV-000752;FUNC-0220;2024-S1;4,1;Liderança;86,0;FUNC-0020;Dentro do esperado;2024;1;2024-06-30
AV-000753;FUNC-0220;2024-S2;4,5;Orientação ao Cliente;109,0;FUNC-0022;Precisa evoluir em gestão do tempo;2024;2;2024-12-31
AV-000754;FUNC-0221;2022-S1;2,9;Orientação ao Cliente;82,7;FUNC-0021;Sem observação registrada;2022;1;2022-06-30
AV-000755;FUNC-0221;2022-S2;2,6;Conhecimento Técnico;104,8;FUNC-0018;Entrega consistente;2022;2;2022-12-31
AV-000756;FUNC-0221;2023-S1;3,1;Proatividade;147,0;FUNC-0031;Sem observação registrada;2023;1;2023-06-30
AV-000757;FUNC-0223;2022-S1;2,7;Trabalho em Equipe;81,6;FUNC-0030;Ótima colaboração com o time;2022;1;2022-06-30
AV-000758;FUNC-0223;2022-S2;3,3;Orientação ao Cliente;111,0;FUNC-0015;Sem observação registrada;2022;2;2022-12-31
AV-000759;FUNC-0223;2023-S1;2,7;Entrega de Resultados;99,8;FUNC-0002;Superou expectativas;2023;1;2023-06-30
AV-000760;FUNC-0223;2023-S2;2,5;Liderança;98,9;FUNC-0034;Sem observação registrada;2023;2;2023-12-31
AV-000761;FUNC-0223;2024-S1;3,0;Comunicação;110,1;FUNC-0002;Superou expectativas;2024;1;2024-06-30
AV-000762;FUNC-0223;2024-S2;3,0;Entrega de Resultados;102,6;FUNC-0015;Sem observação registrada;2024;2;2024-12-31
AV-000763;FUNC-0224;2022-S1;2,9;Trabalho em Equipe;111,3;FUNC-0045;Superou expectativas;2022;1;2022-06-30
AV-000764;FUNC-0224;2022-S2;3,7;Comunicação;108,2;FUNC-0009;Entrega consistente;2022;2;2022-12-31
AV-000765;FUNC-0224;2023-S1;4,0;Orientação ao Cliente;79,2;FUNC-0025;Entrega consistente;2023;1;2023-06-30
AV-000766;FUNC-0224;2023-S2;3,5;Conhecimento Técnico;86,2;FUNC-0037;Em desenvolvimento;2023;2;2023-12-31
AV-000767;FUNC-0224;2024-S1;4,0;Entrega de Resultados;91,0;FUNC-0006;Ótima colaboração com o time;2024;1;2024-06-30
AV-000768;FUNC-0224;2024-S2;3,9;Comunicação;96,3;FUNC-0009;Entrega consistente;2024;2;2024-12-31
AV-000769;FUNC-0225;2022-S1;5,0;Entrega de Resultados;134,7;FUNC-0014;Sem observação registrada;2022;1;2022-06-30
AV-000770;FUNC-0225;2022-S2;4,7;Comunicação;133,9;FUNC-0058;Entrega consistente;2022;2;2022-12-31
AV-000771;FUNC-0225;2023-S1;4,2;Entrega de Resultados;69,1;FUNC-0024;Superou expectativas;2023;1;2023-06-30
AV-000772;FUNC-0225;2023-S2;4,6;Proatividade;103,2;FUNC-0053;Dentro do esperado;2023;2;2023-12-31
AV-000773;FUNC-0225;2024-S1;4,8;Liderança;90,5;FUNC-0008;Ótima colaboração com o time;2024;1;2024-06-30
AV-000774;FUNC-0225;2024-S2;4,9;Proatividade;104,9;FUNC-0053;Sem observação registrada;2024;2;2024-12-31
AV-000775;FUNC-0226;2023-S1;3,8;Proatividade;110,0;FUNC-0001;Dentro do esperado;2023;1;2023-06-30
AV-000776;FUNC-0226;2023-S2;4,6;Trabalho em Equipe;62,5;FUNC-0010;Em desenvolvimento;2023;2;2023-12-31
AV-000777;FUNC-0226;2024-S1;3,8;Trabalho em Equipe;116,7;FUNC-0027;Sem observação registrada;2024;1;2024-06-30
AV-000778;FUNC-0226;2024-S2;4,2;Comunicação;87,6;FUNC-0015;Sem observação registrada;2024;2;2024-12-31
AV-000779;FUNC-0227;2022-S1;3,4;Comunicação;69,6;FUNC-0043;Precisa evoluir em gestão do tempo;2022;1;2022-06-30
AV-000780;FUNC-0227;2022-S2;4,1;Comunicação;85,8;FUNC-0006;Sem observação registrada;2022;2;2022-12-31
AV-000781;FUNC-0227;2023-S1;2,9;Orientação ao Cliente;112,7;FUNC-0033;Entrega consistente;2023;1;2023-06-30
AV-000782;FUNC-0227;2023-S2;3,6;Proatividade;99,0;FUNC-0035;Em desenvolvimento;2023;2;2023-12-31
AV-000783;FUNC-0227;2024-S1;3,2;Conhecimento Técnico;106,3;FUNC-0036;Ótima colaboração com o time;2024;1;2024-06-30
AV-000784;FUNC-0227;2024-S2;3,3;Orientação ao Cliente;100,6;FUNC-0031;Superou expectativas;2024;2;2024-12-31
AV-000785;FUNC-0228;2024-S1;3,5;Comunicação;101,0;FUNC-0039;Sem observação registrada;2024;1;2024-06-30
AV-000786;FUNC-0228;2024-S2;4,1;Liderança;107,7;FUNC-0012;Em desenvolvimento;2024;2;2024-12-31
AV-000787;FUNC-0229;2022-S2;2,8;Entrega de Resultados;108,0;FUNC-0020;Sem observação registrada;2022;2;2022-12-31
AV-000788;FUNC-0229;2023-S1;2,2;Comunicação;89,1;FUNC-0040;Dentro do esperado;2023;1;2023-06-30
AV-000789;FUNC-0230;2022-S1;3,8;Comunicação;129,0;FUNC-0038;Superou expectativas;2022;1;2022-06-30
AV-000790;FUNC-0230;2022-S2;3,9;Orientação ao Cliente;101,8;FUNC-0055;Sem observação registrada;2022;2;2022-12-31
AV-000791;FUNC-0230;2023-S1;3,9;Proatividade;98,5;FUNC-0017;Entrega consistente;2023;1;2023-06-30
AV-000792;FUNC-0230;2023-S2;3,5;Orientação ao Cliente;87,7;FUNC-0025;Em desenvolvimento;2023;2;2023-12-31
AV-000793;FUNC-0230;2024-S1;3,7;Entrega de Resultados;94,0;FUNC-0045;Sem observação registrada;2024;1;2024-06-30
AV-000794;FUNC-0230;2024-S2;3,9;Comunicação;79,7;FUNC-0039;Superou expectativas;2024;2;2024-12-31
AV-000795;FUNC-0231;2023-S2;4,2;Trabalho em Equipe;107,1;FUNC-0002;Superou expectativas;2023;2;2023-12-31
AV-000796;FUNC-0231;2024-S1;3,9;Comunicação;145,6;FUNC-0050;Superou expectativas;2024;1;2024-06-30
AV-000797;FUNC-0231;2024-S2;4,1;Orientação ao Cliente;78,5;FUNC-0015;Ótima colaboração com o time;2024;2;2024-12-31
AV-000798;FUNC-0232;2022-S1;3,7;Conhecimento Técnico;76,4;FUNC-0013;Sem observação registrada;2022;1;2022-06-30
AV-000799;FUNC-0232;2022-S2;4,2;Entrega de Resultados;80,7;FUNC-0037;Ótima colaboração com o time;2022;2;2022-12-31
AV-000800;FUNC-0232;2023-S1;3,6;Comunicação;109,8;FUNC-0042;Dentro do esperado;2023;1;2023-06-30
AV-000801;FUNC-0232;2023-S2;3,9;Comunicação;51,5;FUNC-0023;Ótima colaboração com o time;2023;2;2023-12-31
AV-000802;FUNC-0232;2024-S1;4,1;Trabalho em Equipe;80,1;FUNC-0030;Sem observação registrada;2024;1;2024-06-30
AV-000803;FUNC-0232;2024-S2;3,7;Proatividade;61,8;FUNC-0036;Sem observação registrada;2024;2;2024-12-31
AV-000804;FUNC-0233;2022-S1;3,7;Liderança;103,7;FUNC-0057;Entrega consistente;2022;1;2022-06-30
AV-000805;FUNC-0233;2022-S2;3,5;Conhecimento Técnico;88,4;FUNC-0056;Superou expectativas;2022;2;2022-12-31
AV-000806;FUNC-0233;2023-S1;2,9;Comunicação;81,2;FUNC-0018;Sem observação registrada;2023;1;2023-06-30
AV-000807;FUNC-0233;2023-S2;2,8;Trabalho em Equipe;97,6;FUNC-0038;Sem observação registrada;2023;2;2023-12-31
AV-000808;FUNC-0233;2024-S1;3,6;Proatividade;103,8;FUNC-0042;Em desenvolvimento;2024;1;2024-06-30
AV-000809;FUNC-0235;2023-S1;3,8;Liderança;78,4;FUNC-0044;Sem observação registrada;2023;1;2023-06-30
AV-000810;FUNC-0235;2023-S2;4,5;Trabalho em Equipe;118,5;FUNC-0032;Ótima colaboração com o time;2023;2;2023-12-31
AV-000811;FUNC-0235;2024-S1;4,0;Orientação ao Cliente;109,3;FUNC-0044;Ótima colaboração com o time;2024;1;2024-06-30
AV-000812;FUNC-0235;2024-S2;4,2;Orientação ao Cliente;103,8;FUNC-0015;Precisa evoluir em gestão do tempo;2024;2;2024-12-31
AV-000813;FUNC-0236;2022-S1;4,0;Entrega de Resultados;92,8;FUNC-0021;Em desenvolvimento;2022;1;2022-06-30
AV-000814;FUNC-0236;2022-S2;4,0;Conhecimento Técnico;93,7;FUNC-0039;Sem observação registrada;2022;2;2022-12-31
AV-000815;FUNC-0236;2023-S1;4,0;Liderança;106,0;FUNC-0056;Ótima colaboração com o time;2023;1;2023-06-30
AV-000816;FUNC-0236;2023-S2;4,0;Liderança;150,0;FUNC-0020;Sem observação registrada;2023;2;2023-12-31
AV-000817;FUNC-0236;2024-S1;4,0;Comunicação;130,3;FUNC-0011;Em desenvolvimento;2024;1;2024-06-30
AV-000818;FUNC-0236;2024-S2;3,6;Orientação ao Cliente;106,3;FUNC-0015;Superou expectativas;2024;2;2024-12-31
AV-000819;FUNC-0237;2024-S1;3,1;Orientação ao Cliente;98,4;FUNC-0048;Superou expectativas;2024;1;2024-06-30
AV-000820;FUNC-0237;2024-S2;2,6;Comunicação;95,6;FUNC-0056;Dentro do esperado;2024;2;2024-12-31
AV-000821;FUNC-0238;2024-S2;3,5;Conhecimento Técnico;86,7;FUNC-0051;Superou expectativas;2024;2;2024-12-31
AV-000822;FUNC-0239;2023-S2;2,4;Proatividade;118,0;FUNC-0033;Sem observação registrada;2023;2;2023-12-31
AV-000823;FUNC-0239;2024-S1;2,0;Comunicação;86,5;FUNC-0045;Em desenvolvimento;2024;1;2024-06-30
AV-000824;FUNC-0239;2024-S2;1,9;Comunicação;78,7;FUNC-0033;Ótima colaboração com o time;2024;2;2024-12-31
AV-000825;FUNC-0240;2022-S1;3,5;Trabalho em Equipe;106,2;FUNC-0006;Entrega consistente;2022;1;2022-06-30
AV-000826;FUNC-0240;2022-S2;2,9;Orientação ao Cliente;99,9;FUNC-0033;Ótima colaboração com o time;2022;2;2022-12-31
AV-000827;FUNC-0240;2023-S1;3,7;Entrega de Resultados;74,3;FUNC-0041;Precisa evoluir em gestão do tempo;2023;1;2023-06-30
AV-000828;FUNC-0241;2023-S1;3,4;Orientação ao Cliente;100,6;FUNC-0048;Sem observação registrada;2023;1;2023-06-30
AV-000829;FUNC-0241;2023-S2;4,0;Orientação ao Cliente;107,8;FUNC-0026;Ótima colaboração com o time;2023;2;2023-12-31
AV-000830;FUNC-0241;2024-S1;3,7;Proatividade;87,5;FUNC-0024;Dentro do esperado;2024;1;2024-06-30
AV-000831;FUNC-0241;2024-S2;3,9;Liderança;112,3;FUNC-0042;Precisa evoluir em gestão do tempo;2024;2;2024-12-31
AV-000832;FUNC-0242;2022-S1;2,7;Comunicação;106,8;FUNC-0047;Ótima colaboração com o time;2022;1;2022-06-30
AV-000833;FUNC-0242;2022-S2;2,7;Comunicação;110,3;FUNC-0008;Superou expectativas;2022;2;2022-12-31
