ID_Treinamento;ID_Funcionario;Nome_Treinamento;Categoria;Carga_Horaria_h;Data_Inicio;Data_Fim;Status;Nota_Final;Modalidade;Duracao_Dias;flag_data_invalida
TR-000215;FUNC-0099;Finanças para Não Financeiros;Técnico;12;2024-02-11;2024-02-12;Concluído;9,3;EAD;1;False
TR-000216;FUNC-0101;Excel Avançado;Técnico;8;2024-03-21;2024-03-22;Concluído;7,1;EAD;1;False
TR-000217;FUNC-0101;Vendas Consultivas B2B;Técnico;16;2021-12-31;2022-01-02;Não Concluído;;Presencial;2;False
TR-000218;FUNC-0101;Comunicação Não-Violenta;Comportamental;8;2021-11-09;2021-11-10;Concluído;8,9;Presencial;1;False
TR-000219;FUNC-0101;Vendas Consultivas B2B;Técnico;16;2023-05-02;2023-05-04;Concluído;8,3;Presencial;2;False
TR-000220;FUNC-0102;Power BI do Zero ao Avançado;Técnico;20;2024-11-12;2024-11-14;Concluído;9,2;EAD;2;False
TR-000221;FUNC-0102;Excel Avançado;Técnico;8;2024-10-27;2024-10-28;Não Concluído;;EAD;1;False
TR-000222;FUNC-0102;Segurança do Trabalho NR-35;Obrigatório;4;2024-11-18;2024-11-19;Concluído;8,9;Presencial;1;False
TR-000223;FUNC-0102;Programa de Desenvolvimento de Líderes;Comportamental;40;2024-11-23;2024-11-28;Não Concluído;;Presencial;5;False
TR-000224;FUNC-0102;Finanças para Não Financeiros;Técnico;12;2024-11-10;2024-11-11;Não Concluído;;EAD;1;False
TR-000225;FUNC-0103;Design Thinking;Técnico;16;2020-11-22;2020-11-24;Concluído;5,9;Híbrido;2;False
TR-000226;FUNC-0103;Programa de Desenvolvimento de Líderes;Comportamental;40;2022-04-17;2022-04-22;Concluído;7,0;Presencial;5;False
TR-000227;FUNC-0103;Gestão de Conflitos;Comportamental;8;2024-02-01;2024-02-02;Concluído;7,4;Presencial;1;False
TR-000228;FUNC-0103;Inglês Corporativo;Idioma;60;2023-12-02;2023-12-09;Não Concluído;;EAD;7;False
TR-000229;FUNC-0103;Python para Análise de Dados;Técnico;40;2021-04-07;2021-04-12;Concluído;8,6;EAD;5;False
TR-000230;FUNC-0104;Finanças para Não Financeiros;Técnico;12;2021-09-07;2021-09-08;Concluído;5,9;EAD;1;False
TR-000231;FUNC-0105;Onboarding Corporativo;Institucional;8;2024-09-27;2024-09-28;Concluído;5,7;Híbrido;1;False
TR-000232;FUNC-0106;Segurança do Trabalho NR-35;Obrigatório;4;2022-08-03;2022-08-04;Não Concluído;;Presencial;1;False
TR-000233;FUNC-0107;Segurança do Trabalho NR-35;Obrigatório;4;2023-02-05;2023-02-06;Não Concluído;;Presencial;1;False
TR-000234;FUNC-0108;LGPD na Prática;Compliance;4;2024-11-21;2024-11-22;Em Andamento;;EAD;1;False
TR-000235;FUNC-0108;Inglês Corporativo;Idioma;60;2024-12-01;2024-12-08;Concluído;9,1;EAD;7;False
TR-000236;FUNC-0108;Liderança Situacional;Comportamental;16;2024-11-28;2024-11-30;Concluído;5,7;Presencial;2;False
TR-000237;FUNC-0108;Design Thinking;Técnico;16;2024-11-26;2024-11-28;Concluído;6,5;Híbrido;2;False
TR-000238;FUNC-0109;LGPD na Prática;Compliance;4;2023-11-07;2023-11-08;Concluído;7,0;EAD;1;False
TR-000239;FUNC-0110;Comunicação Não-Violenta;Comportamental;8;2023-09-13;2023-09-14;Concluído;6,5;Presencial;1;False
TR-000240;FUNC-0111;Vendas Consultivas B2B;Técnico;16;2020-07-20;2020-07-22;Concluído;7,8;Presencial;2;False
TR-000241;FUNC-0111;Inglês Corporativo;Idioma;60;2020-02-13;2020-02-20;Concluído;5,8;EAD;7;False
TR-000242;FUNC-0111;Finanças para Não Financeiros;Técnico;12;2022-03-20;2022-03-21;Não Concluído;;EAD;1;False
TR-000243;FUNC-0111;Finanças para Não Financeiros;Técnico;12;2018-11-30;2018-12-01;Concluído;5,8;EAD;1;False
TR-000244;FUNC-0111;Segurança do Trabalho NR-35;Obrigatório;4;2022-06-02;2022-06-03;Não Concluído;;Presencial;1;False
TR-000245;FUNC-0112;Programa de Desenvolvimento de Líderes;Comportamental;40;2024-10-01;2024-10-06;Concluído;9,6;Presencial;5;False
TR-000246;FUNC-0114;Comunicação Não-Violenta;Comportamental;8;2024-05-09;2024-05-10;Não Concluído;;Presencial;1;False
TR-000247;FUNC-0114;Vendas Consultivas B2B;Técnico;16;2024-04-08;2024-04-10;Concluído;9,9;Presencial;2;False
TR-000248;FUNC-0114;Gestão Ágil de Projetos;Técnico;24;2024-11-11;2024-11-14;Concluído;8,4;Híbrido;3;False
TR-000249;FUNC-0115;Onboarding Corporativo;Institucional;8;2023-07-18;2023-07-19;Em Andamento;;Híbrido;1;False
TR-000250;FUNC-0116;LGPD na Prática;Compliance;4;2022-01-12;2022-01-13;Concluído;8,6;EAD;1;False
TR-000251;FUNC-0116;Power BI do Zero ao Avançado;Técnico;20;2023-05-19;2023-05-21;Concluído;8,1;EAD;2;False
TR-000252;FUNC-0116;Design Thinking;Técnico;16;2023-03-28;2023-03-30;Não Concluído;;Híbrido;2;False
TR-000253;FUNC-0116;Onboarding Corporativo;Institucional;8;2020-12-16;2020-12-17;Não Concluído;;Híbrido;1;False
TR-000254;FUNC-0116;Gestão de Conflitos;Comportamental;8;2022-01-31;2022-02-01;Concluído;7,2;Presencial;1;False
TR-000255;FUNC-0118;Vendas Consultivas B2B;Técnico;16;2023-06-26;2023-06-28;Não Concluído;;Presencial;2;False
TR-000256;FUNC-0118;Power BI do Zero ao Avançado;Técnico;20;2020-01-19;2020-01-21;Concluído;9,3;EAD;2;False
TR-000257;FUNC-0118;Liderança Situacional;Comportamental;16;2023-06-23;2023-06-25;Concluído;9,4;Presencial;2;False
TR-000258;FUNC-0119;Liderança Situacional;Comportamental;16;2024-03-21;2024-03-23;Concluído;7,2;Presencial;2;False
TR-000259;FUNC-0119;LGPD na Prática;Compliance;4;2024-07-23;2024-07-24;Concluído;9,6;EAD;1;False
TR-000260;FUNC-0119;Vendas Consultivas B2B;Técnico;16;2024-08-31;2024-09-02;Não Concluído;;Presencial;2;False
TR-000261;FUNC-0120;Power BI do Zero ao Avançado;Técnico;20;2022-02-11;2022-02-13;Concluído;7,5;EAD;2;False
TR-000262;FUNC-0120;Onboarding Corporativo;Institucional;8;2024-06-02;2024-06-03;Não Concluído;;Híbrido;1;False
TR-000263;FUNC-0120;Power BI do Zero ao Avançado;Técnico;20;2020-03-22;2020-03-24;Não Concluído;;EAD;2;False
TR-000264;FUNC-0121;Excel Avançado;Técnico;8;2018-10-30;2018-10-31;Concluído;6,4;EAD;1;False
TR-000265;FUNC-0122;Inglês Corporativo;Idioma;60;2018-05-28;2018-06-04;Concluído;9,2;EAD;7;False
TR-000266;FUNC-0122;Segurança do Trabalho NR-35;Obrigatório;4;2016-08-31;2016-09-01;Não Concluído;;Presencial;1;False
TR-000267;FUNC-0122;Inglês Corporativo;Idioma;60;2024-02-20;2024-02-27;Concluído;8,2;EAD;7;False
TR-000268;FUNC-0123;Power BI do Zero ao Avançado;Técnico;20;2024-02-11;2024-02-13;Concluído;5,8;EAD;2;False
TR-000269;FUNC-0123;Gestão Ágil de Projetos;Técnico;24;2024-09-08;2024-09-11;Concluído;7,3;Híbrido;3;False
TR-000270;FUNC-0124;Comunicação Não-Violenta;Comportamental;8;2021-02-23;2021-02-24;Não Concluído;;Presencial;1;False
TR-000271;FUNC-0124;Programa de Desenvolvimento de Líderes;Comportamental;40;2018-03-22;2018-03-27;Não Concluído;;Presencial;5;False
TR-000272;FUNC-0124;Gestão Ágil de Projetos;Técnico;24;2022-06-10;2022-06-13;Concluído;8,9;Híbrido;3;False
TR-000273;FUNC-0125;Gestão Ágil de Projetos;Técnico;24;2024-10-11;2024-10-14;Concluído;6,9;Híbrido;3;False
TR-000274;FUNC-0126;Comunicação Não-Violenta;Comportamental;8;2023-03-31;2023-04-01;Concluído;7,2;Presencial;1;False
TR-000275;FUNC-0126;Excel Avançado;Técnico;8;2022-02-20;2022-02-21;Concluído;7,9;EAD;1;False
TR-000276;FUNC-0126;Finanças para Não Financeiros;Técnico;12;2024-05-07;2024-05-08;Em Andamento;;EAD;1;False
TR-000277;FUNC-0126;Excel Avançado;Técnico;8;2023-02-07;2023-02-08;Concluído;5,8;EAD;1;False
TR-000278;FUNC-0126;Segurança do Trabalho NR-35;Obrigatório;4;2024-08-31;2024-09-01;Concluído;8,1;Presencial;1;False
TR-000279;FUNC-0127;Comunicação Não-Violenta;Comportamental;8;2023-04-02;2023-04-03;Concluído;7,5;Presencial;1;False
TR-000280;FUNC-0127;Programa de Desenvolvimento de Líderes;Comportamental;40;2023-11-15;2023-11-20;Em Andamento;;Presencial;5;False
TR-000281;FUNC-0127;Comunicação Não-Violenta;Comportamental;8;2024-07-08;2024-07-09;Concluído;5,7;Presencial;1;False
TR-000282;FUNC-0127;Liderança Situacional;Comportamental;16;2023-06-16;2023-06-18;Não Concluído;;Presencial;2;False
TR-000283;FUNC-0129;Excel Avançado;Técnico;8;2023-02-06;2023-02-07;Concluído;5,9;EAD;1;False
TR-000284;FUNC-0129;Onboarding Corporativo;Institucional;8;2024-07-15;2024-07-16;Concluído;6,1;Híbrido;1;False
TR-000285;FUNC-0129;Design Thinking;Técnico;16;2023-02-11;2023-02-13;Não Concluído;;Híbrido;2;False
TR-000286;FUNC-0130;Finanças para Não Financeiros;Técnico;12;2024-01-12;2024-01-13;Concluído;5,7;EAD;1;False
TR-000287;FUNC-0131;Python para Análise de Dados;Técnico;40;2024-06-08;2024-06-13;Concluído;6,9;EAD;5;False
TR-000288;FUNC-0131;Gestão Ágil de Projetos;Técnico;24;2024-06-07;2024-06-10;Não Concluído;;Híbrido;3;False
TR-000289;FUNC-0131;Python para Análise de Dados;Técnico;40;2023-12-21;2023-12-26;Concluído;7,4;EAD;5;False
TR-000290;FUNC-0131;Segurança do Trabalho NR-35;Obrigatório;4;2024-04-05;2024-04-06;Concluído;9,3;Presencial;1;False
TR-000291;FUNC-0131;Design Thinking;Técnico;16;2023-10-13;2023-10-15;Concluído;7,9;Híbrido;2;False
TR-000292;FUNC-0132;Comunicação Não-Violenta;Comportamental;8;2023-12-29;2023-12-30;Concluído;6,3;Presencial;1;False
TR-000293;FUNC-0132;Gestão de Conflitos;Comportamental;8;2021-09-14;2021-09-15;Não Concluído;;Presencial;1;False
TR-000294;FUNC-0132;Finanças para Não Financeiros;Técnico;12;2023-07-10;2023-07-11;Concluído;8,2;EAD;1;False
TR-000295;FUNC-0133;Programa de Desenvolvimento de Líderes;Comportamental;40;2024-07-11;2024-07-16;Concluído;8,8;Presencial;5;False
TR-000296;FUNC-0133;Finanças para Não Financeiros;Técnico;12;2024-09-18;2024-09-19;Concluído;9,4;EAD;1;False
TR-000297;FUNC-0134;Vendas Consultivas B2B;Técnico;16;2022-07-28;2022-07-30;Concluído;5,9;Presencial;2;False
TR-000298;FUNC-0134;Gestão de Conflitos;Comportamental;8;2022-04-14;2022-04-15;Concluído;6,8;Presencial;1;False
TR-000299;FUNC-0134;Gestão Ágil de Projetos;Técnico;24;2024-04-14;2024-04-17;Concluído;9,5;Híbrido;3;False
TR-000300;FUNC-0134;LGPD na Prática;Compliance;4;2022-04-08;2022-04-09;Concluído;6,1;EAD;1;False
TR-000301;FUNC-0134;Inglês Corporativo;Idioma;60;2021-02-27;2021-03-06;Concluído;6,1;EAD;7;False
TR-000302;FUNC-0137;Gestão de Conflitos;Comportamental;8;2024-11-08;2024-11-09;Concluído;7,9;Presencial;1;False
TR-000303;FUNC-0137;Finanças para Não Financeiros;Técnico;12;2024-11-13;2024-11-14;Em Andamento;;EAD;1;False
TR-000304;FUNC-0138;Vendas Consultivas B2B;Técnico;16;2024-10-01;2024-10-03;Concluído;8,0;Presencial;2;False
TR-000305;FUNC-0138;Gestão Ágil de Projetos;Técnico;24;2024-10-01;2024-10-04;Não Concluído;;Híbrido;3;False
TR-000306;FUNC-0138;Onboarding Corporativo;Institucional;8;2024-10-01;2024-10-02;Concluído;7,8;Híbrido;1;False
TR-000307;FUNC-0138;Gestão de Conflitos;Comportamental;8;2024-10-01;2024-10-02;Não Concluído;;Presencial;1;False
TR-000308;FUNC-0138;Design Thinking;Técnico;16;2024-10-01;2024-10-03;Concluído;7,7;Híbrido;2;False
TR-000309;FUNC-0140;LGPD na Prática;Compliance;4;2015-12-15;2015-12-16;Concluído;8,3;EAD;1;False
TR-000310;FUNC-0140;Vendas Consultivas B2B;Técnico;16;2023-03-19;2023-03-21;Concluído;5,7;Presencial;2;False
TR-000311;FUNC-0140;Comunicação Não-Violenta;Comportamental;8;2022-05-03;2022-05-04;Em Andamento;;Presencial;1;False
TR-000312;FUNC-0140;Power BI do Zero ao Avançado;Técnico;20;2021-11-02;2021-11-04;Concluído;9,5;EAD;2;False
TR-000313;FUNC-0140;Segurança do Trabalho NR-35;Obrigatório;4;2016-12-31;2017-01-01;Não Concluído;;Presencial;1;False
TR-000314;FUNC-0141;Excel Avançado;Técnico;8;2023-12-31;2024-01-01;Não Concluído;;EAD;1;False
TR-000315;FUNC-0141;Power BI do Zero ao Avançado;Técnico;20;2022-06-08;2022-06-10;Concluído;6,2;EAD;2;False
TR-000316;FUNC-0141;Vendas Consultivas B2B;Técnico;16;2024-03-07;2024-03-09;Concluído;7,9;Presencial;2;False
TR-000317;FUNC-0141;Programa de Desenvolvimento de Líderes;Comportamental;40;2019-06-21;2019-06-26;Concluído;7,8;Presencial;5;False
TR-000318;FUNC-0141;Finanças para Não Financeiros;Técnico;12;2024-05-07;2024-05-08;Não Concluído;;EAD;1;False
TR-000319;FUNC-0143;Excel Avançado;Técnico;8;2023-09-30;2023-10-01;Concluído;7,4;EAD;1;False
TR-000320;FUNC-0143;Finanças para Não Financeiros;Técnico;12;2021-12-09;2021-12-10;Não Concluído;;EAD;1;False
TR-000321;FUNC-0143;Segurança do Trabalho NR-35;Obrigatório;4;2021-04-10;2021-04-11;Concluído;5,5;Presencial;1;False
TR-000322;FUNC-0144;Onboarding Corporativo;Institucional;8;2020-06-26;2020-06-27;Concluído;8,8;Híbrido;1;False
TR-000323;FUNC-0144;Finanças para Não Financeiros;Técnico;12;2023-03-15;2023-03-16;Concluído;8,0;EAD;1;False
TR-000324;FUNC-0144;Power BI do Zero ao Avançado;Técnico;20;2022-09-10;2022-09-12;Concluído;9,2;EAD;2;False
TR-000325;FUNC-0145;Finanças para Não Financeiros;Técnico;12;2022-08-31;2022-09-01;Concluído;5,7;EAD;1;False
TR-000326;FUNC-0146;LGPD na Prática;Compliance;4;2023-01-10;2023-01-11;Não Concluído;;EAD;1;False
TR-000327;FUNC-0147;Vendas Consultivas B2B;Técnico;16;2019-01-09;2019-01-11;Concluído;10,0;Presencial;2;False
TR-000328;FUNC-0148;LGPD na Prática;Compliance;4;2024-06-16;2024-06-17;Em Andamento;;EAD;1;False
TR-000329;FUNC-0148;Comunicação Não-Violenta;Comportamental;8;2023-11-10;2023-11-11;Concluído;6,6;Presencial;1;False
TR-000330;FUNC-0148;Liderança Situacional;Comportamental;16;2022-03-16;2022-03-18;Concluído;5,5;Presencial;2;False
TR-000331;FUNC-0148;Comunicação Não-Violenta;Comportamental;8;2022-06-18;2022-06-19;Concluído;6,9;Presencial;1;False
TR-000332;FUNC-0149;Finanças para Não Financeiros;Técnico;12;2024-08-17;2024-08-18;Concluído;9,1;EAD;1;False
TR-000333;FUNC-0149;Gestão Ágil de Projetos;Técnico;24;2024-11-30;2024-12-03;Concluído;5,9;Híbrido;3;False
TR-000334;FUNC-0149;LGPD na Prática;Compliance;4;2024-11-28;2024-11-29;Não Concluído;;EAD;1;False
TR-000335;FUNC-0149;Programa de Desenvolvimento de Líderes;Comportamental;40;2024-10-15;2024-10-20;Concluído;6,2;Presencial;5;False
TR-000336;FUNC-0150;Excel Avançado;Técnico;8;2020-09-06;2020-09-07;Concluído;7,4;EAD;1;False
TR-000337;FUNC-0151;Inglês Corporativo;Idioma;60;2020-06-05;2020-06-12;Concluído;9,7;EAD;7;False
TR-000338;FUNC-0151;Onboarding Corporativo;Institucional;8;2022-08-23;2022-08-24;Concluído;5,5;Híbrido;1;False
TR-000339;FUNC-0151;Finanças para Não Financeiros;Técnico;12;2023-11-21;2023-11-22;Concluído;6,9;EAD;1;False
TR-000340;FUNC-0152;Python para Análise de Dados;Técnico;40;2022-09-17;2022-09-22;Concluído;6,0;EAD;5;False
TR-000341;FUNC-0153;Vendas Consultivas B2B;Técnico;16;2024-09-21;2024-09-23;Concluído;6,4;Presencial;2;False
TR-000342;FUNC-0154;Segurança do Trabalho NR-35;Obrigatório;4;2024-06-03;2024-06-04;Não Concluído;;Presencial;1;False
TR-000343;FUNC-0154;Gestão de Conflitos;Comportamental;8;2024-11-02;2024-11-03;Concluído;5,9;Presencial;1;False
TR-000344;FUNC-0154;Finanças para Não Financeiros;Técnico;12;2024-06-24;2024-06-25;Concluído;8,4;EAD;1;False
TR-000345;FUNC-0155;Gestão de Conflitos;Comportamental;8;2022-05-11;2022-05-12;Concluído;7,2;Presencial;1;False
TR-000346;FUNC-0155;Comunicação Não-Violenta;Comportamental;8;2023-07-05;2023-07-06;Em Andamento;;Presencial;1;False
TR-000347;FUNC-0155;Comunicação Não-Violenta;Comportamental;8;2024-06-08;2024-06-09;Concluído;9,4;Presencial;1;False
TR-000348;FUNC-0155;Gestão Ágil de Projetos;Técnico;24;2022-10-23;2022-10-26;Em Andamento;;Híbrido;3;False
TR-000349;FUNC-0155;LGPD na Prática;Compliance;4;2024-03-02;2024-03-03;Em Andamento;;EAD;1;False
TR-000350;FUNC-0156;Segurança do Trabalho NR-35;Obrigatório;4;2024-10-02;2024-10-03;Concluído;5,8;Presencial;1;False
TR-000351;FUNC-0157;Python para Análise de Dados;Técnico;40;2022-11-06;2022-11-11;Não Concluído;;EAD;5;False
TR-000352;FUNC-0157;Python para Análise de Dados;Técnico;40;2020-08-09;2020-08-14;Concluído;6,4;EAD;5;False
TR-000353;FUNC-0158;Vendas Consultivas B2B;Técnico;16;2022-01-08;2022-01-10;Concluído;6,5;Presencial;2;False
TR-000354;FUNC-0158;Power BI do Zero ao Avançado;Técnico;20;2022-04-04;2022-04-06;Concluído;8,0;EAD;2;False
TR-000355;FUNC-0158;Comunicação Não-Violenta;Comportamental;8;2023-11-06;2023-11-07;Concluído;9,7;Presencial;1;False
TR-000356;FUNC-0159;Liderança Situacional;Comportamental;16;2024-09-13;2024-09-15;Concluído;5,9;Presencial;2;False
TR-000357;FUNC-0159;Vendas Consultivas B2B;Técnico;16;2024-08-24;2024-08-26;Não Concluído;;Presencial;2;False
TR-000358;FUNC-0159;Finanças para Não Financeiros;Técnico;12;2024-11-21;2024-11-22;Concluído;9,5;EAD;1;False
TR-000359;FUNC-0160;Python para Análise de Dados;Técnico;40;2017-02-07;2017-02-12;Concluído;9,4;EAD;5;False
TR-000360;FUNC-0160;Excel Avançado;Técnico;8;2019-10-14;2019-10-15;Em Andamento;;EAD;1;False
TR-000361;FUNC-0160;Comunicação Não-Violenta;Comportamental;8;2021-01-15;2021-01-16;Concluído;5,6;Presencial;1;False
TR-000362;FUNC-0161;Gestão Ágil de Projetos;Técnico;24;2021-02-08;2021-02-11;Em Andamento;;Híbrido;3;False
TR-000363;FUNC-0161;Finanças para Não Financeiros;Técnico;12;2018-03-26;2018-03-27;Concluído;5,6;EAD;1;False
TR-000364;FUNC-0162;Inglês Corporativo;Idioma;60;2023-11-14;2023-11-21;Concluído;9,6;EAD;7;False
TR-000365;FUNC-0162;Comunicação Não-Violenta;Comportamental;8;2023-01-04;2023-01-05;Concluído;6,7;Presencial;1;False
TR-000366;FUNC-0162;Onboarding Corporativo;Institucional;8;2022-09-02;2022-09-03;Não Concluído;;Híbrido;1;False
TR-000367;FUNC-0163;Onboarding Corporativo;Institucional;8;2023-04-04;2023-04-05;Concluído;6,2;Híbrido;1;False
TR-000368;FUNC-0163;Liderança Situacional;Comportamental;16;2022-12-18;2022-12-20;Concluído;8,0;Presencial;2;False
TR-000369;FUNC-0163;LGPD na Prática;Compliance;4;2021-12-05;2021-12-06;Concluído;6,1;EAD;1;False
TR-000370;FUNC-0164;Comunicação Não-Violenta;Comportamental;8;2022-02-19;2022-02-20;Concluído;9,5;Presencial;1;False
TR-000371;FUNC-0164;Gestão Ágil de Projetos;Técnico;24;2022-10-30;2022-11-02;Concluído;5,7;Híbrido;3;False
TR-000372;FUNC-0164;Liderança Situacional;Comportamental;16;2024-06-21;2024-06-23;Concluído;9,7;Presencial;2;False
TR-000373;FUNC-0165;Python para Análise de Dados;Técnico;40;2023-02-01;2023-02-06;Concluído;7,6;EAD;5;False
TR-000374;FUNC-0165;Vendas Consultivas B2B;Técnico;16;2018-10-13;2018-10-15;Concluído;9,0;Presencial;2;False
TR-000375;FUNC-0167;Liderança Situacional;Comportamental;16;2017-12-23;2017-12-25;Concluído;6,8;Presencial;2;False
TR-000376;FUNC-0167;Inglês Corporativo;Idioma;60;2023-08-02;2023-08-09;Concluído;8,1;EAD;7;False
TR-000377;FUNC-0167;Comunicação Não-Violenta;Comportamental;8;2019-04-24;2019-04-25;Concluído;7,2;Presencial;1;False
TR-000378;FUNC-0169;Design Thinking;Técnico;16;2023-09-14;2023-09-16;Concluído;8,7;Híbrido;2;False
TR-000379;FUNC-0169;Comunicação Não-Violenta;Comportamental;8;2024-11-21;2024-11-22;Concluído;6,7;Presencial;1;False
TR-000380;FUNC-0170;Onboarding Corporativo;Institucional;8;2024-11-20;2024-11-21;Não Concluído;;Híbrido;1;False
TR-000381;FUNC-0172;Design Thinking;Técnico;16;2019-06-11;2019-06-13;Concluído;6,1;Híbrido;2;False
TR-000382;FUNC-0174;Comunicação Não-Violenta;Comportamental;8;2024-10-30;2024-10-31;Concluído;9,7;Presencial;1;False
TR-000383;FUNC-0174;LGPD na Prática;Compliance;4;2023-08-02;2023-08-03;Não Concluído;;EAD;1;False
TR-000384;FUNC-0174;Comunicação Não-Violenta;Comportamental;8;2023-10-13;2023-10-14;Não Concluído;;Presencial;1;False
TR-000385;FUNC-0174;Gestão de Conflitos;Comportamental;8;2024-10-17;2024-10-18;Concluído;7,2;Presencial;1;False
TR-000386;FUNC-0175;Finanças para Não Financeiros;Técnico;12;2022-10-22;2022-10-23;Em Andamento;;EAD;1;False
TR-000387;FUNC-0175;Vendas Consultivas B2B;Técnico;16;2020-11-08;2020-11-10;Concluído;6,2;Presencial;2;False
TR-000388;FUNC-0175;Power BI do Zero ao Avançado;Técnico;20;2024-03-07;2024-03-09;Concluído;9,5;EAD;2;False
TR-000389;FUNC-0175;Finanças para Não Financeiros;Técnico;12;2021-08-07;2021-08-08;Concluído;9,9;EAD;1;False
TR-000390;FUNC-0176;LGPD na Prática;Compliance;4;2023-10-29;2023-10-30;Concluído;9,3;EAD;1;False
TR-000391;FUNC-0176;Gestão de Conflitos;Comportamental;8;2024-03-22;2024-03-23;Não Concluído;;Presencial;1;False
TR-000392;FUNC-0176;Gestão de Conflitos;Comportamental;8;2023-09-14;2023-09-15;Em Andamento;;Presencial;1;False
TR-000393;FUNC-0176;Finanças para Não Financeiros;Técnico;12;2024-08-06;2024-08-07;Concluído;8,5;EAD;1;False
TR-000394;FUNC-0176;Segurança do Trabalho NR-35;Obrigatório;4;2024-10-12;2024-10-13;Concluído;7,2;Presencial;1;False
TR-000395;FUNC-0177;Comunicação Não-Violenta;Comportamental;8;2022-02-04;2022-02-05;Em Andamento;;Presencial;1;False
TR-000396;FUNC-0177;Design Thinking;Técnico;16;2019-05-02;2019-05-04;Em Andamento;;Híbrido;2;False
TR-000397;FUNC-0177;Design Thinking;Técnico;16;2024-01-17;2024-01-19;Concluído;8,1;Híbrido;2;False
TR-000398;FUNC-0177;Power BI do Zero ao Avançado;Técnico;20;2022-01-23;2022-01-25;Não Concluído;;EAD;2;False
TR-000399;FUNC-0177;Comunicação Não-Violenta;Comportamental;8;2018-11-29;2018-11-30;Concluído;6,0;Presencial;1;False
TR-000400;FUNC-0178;Liderança Situacional;Comportamental;16;2020-05-31;2020-06-02;Concluído;8,4;Presencial;2;False
TR-000401;FUNC-0178;Liderança Situacional;Comportamental;16;2022-10-29;2022-10-31;Em Andamento;;Presencial;2;False
TR-000402;FUNC-0178;Programa de Desenvolvimento de Líderes;Comportamental;40;2018-09-08;2018-09-13;Em Andamento;;Presencial;5;False
TR-000403;FUNC-0178;Comunicação Não-Violenta;Comportamental;8;2016-07-02;2016-07-03;Concluído;7,4;Presencial;1;False
TR-000404;FUNC-0179;Programa de Desenvolvimento de Líderes;Comportamental;40;2023-01-18;2023-01-23;Concluído;7,3;Presencial;5;False
TR-000405;FUNC-0179;Excel Avançado;Técnico;8;2024-01-06;2024-01-07;Concluído;7,9;EAD;1;False
TR-000406;FUNC-0180;Gestão de Conflitos;Comportamental;8;2024-09-15;2024-09-16;Concluído;8,3;Presencial;1;False
TR-000407;FUNC-0180;Programa de Desenvolvimento de Líderes;Comportamental;40;2022-06-29;2022-07-04;Em Andamento;;Presencial;5;False
TR-000408;FUNC-0181;Finanças para Não Financeiros;Técnico;12;2024-08-20;2024-08-21;Concluído;7,7;EAD;1;False
TR-000409;FUNC-0181;Power BI do Zero ao Avançado;Técnico;20;2019-05-27;2019-05-29;Concluído;7,1;EAD;2;False
TR-000410;FUNC-0181;Segurança do Trabalho NR-35;Obrigatório;4;2021-10-12;2021-10-13;Concluído;7,4;Presencial;1;False
TR-000411;FUNC-0181;Segurança do Trabalho NR-35;Obrigatório;4;2024-06-10;2024-06-11;Concluído;8,6;Presencial;1;False
TR-000412;FUNC-0181;Onboarding Corporativo;Institucional;8;2024-03-23;2024-03-24;Não Concluído;;Híbrido;1;False
TR-000413;FUNC-0182;Onboarding Corporativo;Institucional;8;2023-06-16;2023-06-17;Concluído;7,0;Híbrido;1;False
TR-000414;FUNC-0182;Excel Avançado;Técnico;8;2024-07-26;2024-07-27;Concluído;9,7;EAD;1;False
TR-000415;FUNC-0182;Gestão Ágil de Projetos;Técnico;24;2024-05-26;2024-05-29;Não Concluído;;Híbrido;3;False
TR-000416;FUNC-0182;Gestão Ágil de Projetos;Técnico;24;2023-07-17;2023-07-20;Concluído;9,5;Híbrido;3;False
TR-000417;FUNC-0182;Power BI do Zero ao Avançado;Técnico;20;2024-06-23;2024-06-25;Não Concluído;;EAD;2;False
TR-000418;FUNC-0183;Vendas Consultivas B2B;Técnico;16;2018-01-01;2018-01-03;Em Andamento;;Presencial;2;False
TR-000419;FUNC-0183;Power BI do Zero ao Avançado;Técnico;20;2020-12-18;2020-12-20;Concluído;7,4;EAD;2;False
TR-000420;FUNC-0185;Gestão de Conflitos;Comportamental;8;2024-08-29;2024-08-30;Em Andamento;;Presencial;1;False
TR-000421;FUNC-0186;Gestão de Conflitos;Comportamental;8;2023-10-08;2023-10-09;Não Concluído;;Presencial;1;False
TR-000422;FUNC-0186;Power BI do Zero ao Avançado;Técnico;20;2023-09-25;2023-09-27;Concluído;6,0;EAD;2;False
TR-000423;FUNC-0186;Python para Análise de Dados;Técnico;40;2023-09-09;2023-09-14;Concluído;7,3;EAD;5;False
TR-000424;FUNC-0186;Vendas Consultivas B2B;Técnico;16;2023-08-06;2023-08-08;Concluído;7,7;Presencial;2;False
TR-000425;FUNC-0189;Onboarding Corporativo;Institucional;8;2023-02-28;2023-03-01;Em Andamento;;Híbrido;1;False
TR-000426;FUNC-0189;Programa de Desenvolvimento de Líderes;Comportamental;40;2023-05-14;2023-05-19;Não Concluído;;Presencial;5;False
TR-000427;FUNC-0189;Python para Análise de Dados;Técnico;40;2024-09-28;2024-10-03;Em Andamento;;EAD;5;False
